,Unnamed: 0,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
4798,4798,108NPVL419,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
4800,4800,108OWMA332,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
4801,4801,108OYPE646,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
4802,4802,108PPIR662,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
4803,4803,108PTXI313,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
4808,4808,108QZAI390,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
4809,4809,108UMRK609,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
4819,4819,109AHFK888,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
4820,4820,109BBEW366,LimeLight,0,100.1,1,2,0,1,3,Mid-Value
4821,4821,109BCNT425,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
4823,4823,109BRFC023,LimeLight,0,57.07,2,2,1,0,3,Mid-Value
4828,4828,109FGDQ359,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
4830,4830,109FTNU320,LimeLight,0,140.0,2,2,1,2,5,High-Value
4837,4837,109ISMV519,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
4838,4838,109JFSD552,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
4839,4839,109JGBU650,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
4843,4843,109OWIB765,LimeLight,69,80.04000000000002,1,1,0,1,2,Low-Value
4854,4854,109VZYQ296,LimeLight,135,0.0,1,0,0,0,0,Low-Value
4858,4858,109XURK276,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
4863,4863,110AIXO820,LimeLight,62,79.95999999999998,1,1,0,1,2,Low-Value
4866,4866,110BLBW079,LimeLight,0,54.18,2,2,1,0,3,Mid-Value
4869,4869,110DVZQ047,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
4870,4870,110DXWA183,LimeLight,0,79.97,1,2,0,1,3,Mid-Value
4871,4871,110EMER433,LimeLight,0,80.04,1,2,0,1,3,Mid-Value
4876,4876,110JVBE261,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
4879,4879,110LVYV325,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
4882,4882,110OUYD339,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
4885,4885,110PSPW266,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
4889,4889,110RHXO216,LimeLight,0,19.98,2,2,1,0,3,Mid-Value
4894,4894,110SXAR294,LimeLight,0,120.12,1,2,0,2,4,Mid-Value
4899,4899,110VKZR150,LimeLight,118,20.0,1,0,0,0,0,Low-Value
4905,4905,110XVEL957,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
4920,4920,111CFTL414,LimeLight,0,60.0,1,2,0,0,2,Low-Value
4925,4925,111GTRQ636,LimeLight,0,60.0,1,2,0,0,2,Low-Value
4927,4927,111GWIQ946,LimeLight,0,20.02,3,2,2,0,4,Mid-Value
4930,4930,111GZUF550,LimeLight,33,100.0,1,2,0,1,3,Mid-Value
4936,4936,111OFCK456,LimeLight,86,0.0,2,1,1,0,2,Low-Value
4940,4940,111QXVV594,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
4946,4946,111SVZC939,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
4952,4952,111XQRY093,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
4958,4958,112AOXY549,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
4959,4959,112AUWT896,LimeLight,0,59.97,1,2,0,0,2,Low-Value
4960,4960,112BIKP336,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
4972,4972,112FYHQ688,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
4973,4973,112GOTI727,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
4974,4974,112GWWG782,LimeLight,0,64.61,1,2,0,0,2,Low-Value
4980,4980,112KQNJ230,LimeLight,0,59.94,1,2,0,0,2,Low-Value
4984,4984,112MSPW726,LimeLight,0,40.0,1,2,0,0,2,Low-Value
4987,4987,112NZTJ526,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
4992,4992,112SVWM624,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5000,5000,112YZBS164,LimeLight,96,259.84,1,1,0,3,4,Mid-Value
5002,5002,112ZQTC916,LimeLight,111,0.0,1,0,0,0,0,Low-Value
5008,5008,113CSTN009,LimeLight,0,100.0,2,2,1,1,4,Mid-Value
5015,5015,113IIJJ043,LimeLight,88,159.94,2,1,1,2,4,Mid-Value
5020,5020,113MANB882,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5022,5022,113MXBA362,LimeLight,25,100.05,2,2,1,1,4,Mid-Value
5026,5026,113OTRU725,LimeLight,0,18.78,2,2,1,0,3,Mid-Value
5029,5029,113OVGV827,LimeLight,0,40.04,3,2,2,0,4,Mid-Value
5037,5037,113SYFG760,LimeLight,0,140.0,2,2,1,2,5,High-Value
5039,5039,113WNIM052,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5041,5041,113YCTP859,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
5043,5043,113YPSA029,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5053,5053,114BWQH881,LimeLight,91,60.0,2,1,1,0,2,Low-Value
5055,5055,114DEVQ413,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
5059,5059,114FMMU944,LimeLight,17,100.0,1,2,0,1,3,Mid-Value
5063,5063,114GBEU919,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5067,5067,114JASU652,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5078,5078,114PPOT411,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
5083,5083,114RWUH895,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
5084,5084,114SIIK157,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5089,5089,114XDTO992,LimeLight,128,22.96,2,0,1,0,1,Low-Value
5096,5096,115CCEY682,LimeLight,0,59.97,2,2,1,0,3,Mid-Value
5099,5099,115CKBY791,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5104,5104,115EWFD646,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
5109,5109,115IQTA645,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
5111,5111,115LGHC647,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5114,5114,115OGTH320,LimeLight,0,60.0,2,2,1,0,3,Mid-Value
5116,5116,115OPLQ005,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5119,5119,115PHXK544,LimeLight,0,59.97,1,2,0,0,2,Low-Value
5123,5123,115RQVI859,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5124,5124,115TKJE150,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5128,5128,115VVBW981,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5130,5130,115WWPJ024,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
5139,5139,115YMTM816,LimeLight,102,60.0,1,1,0,0,1,Low-Value
5150,5150,116HRYG739,LimeLight,0,38.73,1,2,0,0,2,Low-Value
5151,5151,116IDYH604,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
5157,5157,116JHTF924,LimeLight,0,140.07000000000002,4,2,2,2,6,High-Value
5160,5160,116KLZX918,LimeLight,12,179.95,2,2,1,2,5,High-Value
5161,5161,116LCET697,LimeLight,0,20.0,1,2,0,0,2,Low-Value
5172,5172,116XVOP048,LimeLight,83,79.92000000000002,1,1,0,1,2,Low-Value
5187,5187,117LKGC608,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5191,5191,117OXEQ443,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5206,5206,117YWWY439,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
5209,5209,117ZGXI751,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
5211,5211,117ZNVT487,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5225,5225,118MVLW190,LimeLight,0,40.02,1,2,0,0,2,Low-Value
5228,5228,118OGPZ857,LimeLight,64,163.65,1,1,0,2,3,Mid-Value
5237,5237,118SNKY636,LimeLight,0,139.86,2,2,1,2,5,High-Value
5244,5244,118XTNI934,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5247,5247,118YCZL749,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5252,5252,119EAHD931,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5256,5256,119GCRJ703,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5262,5262,119IGGC859,LimeLight,0,69.14,1,2,0,1,3,Mid-Value
5264,5264,119IZFD591,LimeLight,0,20.0,1,2,0,0,2,Low-Value
5267,5267,119KQWA151,LimeLight,157,19.99000000000001,1,0,0,0,0,Low-Value
5269,5269,119LAPW927,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5270,5270,119LIWB448,LimeLight,0,80.04,1,2,0,1,3,Mid-Value
5276,5276,119MYUL998,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
5278,5278,119OAQF623,LimeLight,0,137.68,3,2,2,2,6,High-Value
5280,5280,119PIYQ847,LimeLight,73,106.69,1,1,0,1,2,Low-Value
5281,5281,119PLXG205,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
5288,5288,119SXMM364,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5295,5295,119ZMFY530,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
5297,5297,120AFJO129,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
5299,5299,120AOUQ467,LimeLight,0,140.0,3,2,2,2,6,High-Value
5303,5303,120BEGX483,LimeLight,0,140.0,3,2,2,2,6,High-Value
5305,5305,120BFFB454,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5317,5317,120IULY278,LimeLight,46,79.98,1,1,0,1,2,Low-Value
5319,5319,120KRAZ308,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5322,5322,120MQHH840,LimeLight,0,138.67,1,2,0,2,4,Mid-Value
5327,5327,120OMJW972,LimeLight,26,80.0,1,2,0,1,3,Mid-Value
5329,5329,120QISK661,LimeLight,133,20.0,1,0,0,0,0,Low-Value
5338,5338,120VIFX939,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5340,5340,120WQNY077,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
5346,5346,120ZNFN844,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5352,5352,121ELFS958,LimeLight,65,80.03999999999999,1,1,0,1,2,Low-Value
5356,5356,121GSVQ889,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5358,5358,121HKSB364,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
5364,5364,121MBGB487,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5368,5368,121MQIS118,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5371,5371,121OSZU699,LimeLight,40,80.01,1,1,0,1,2,Low-Value
5372,5372,121QMZB335,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5376,5376,121RKTG590,LimeLight,0,159.99,1,2,0,2,4,Mid-Value
5379,5379,121TWVL009,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5383,5383,121VRGN712,LimeLight,0,80.04,1,2,0,1,3,Mid-Value
5384,5384,121VZEK993,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5388,5388,122AVPE045,LimeLight,0,60.0,1,2,0,0,2,Low-Value
5392,5392,122EDMJ977,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5409,5409,122MIXL271,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5414,5414,122NSHL737,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
5418,5418,122QFUW434,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5421,5421,122QZCI924,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5422,5422,122RQVD996,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5425,5425,122SVID098,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5430,5430,122WERV295,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5435,5435,123EDMP545,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5449,5449,123MMHP654,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5455,5455,123QJQQ605,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5459,5459,123SFFQ645,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5462,5462,123TCVQ376,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
5464,5464,123TGLY913,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5471,5471,123YMXG152,LimeLight,0,212.51,1,2,0,3,5,High-Value
5472,5472,123YNJF091,LimeLight,33,80.0,1,2,0,1,3,Mid-Value
5473,5473,124AYYZ346,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5484,5484,124EYUV640,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5491,5491,124LQNV856,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5494,5494,124NSLZ271,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5496,5496,124RBIL798,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
5499,5499,124UCMP957,LimeLight,0,40.02,1,2,0,0,2,Low-Value
5501,5501,124UYWB428,LimeLight,83,72.56,1,1,0,1,2,Low-Value
5503,5503,124VMAF911,LimeLight,12,203.51,1,2,0,3,5,High-Value
5505,5505,124WSVE297,LimeLight,0,40.04,3,2,2,0,4,Mid-Value
5507,5507,124XTNM380,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5512,5512,125CYJY209,LimeLight,0,80.01,2,2,1,1,4,Mid-Value
5518,5518,125GTSI408,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5520,5520,125IAGG563,LimeLight,10,100.0,1,2,0,1,3,Mid-Value
5522,5522,125JHWW967,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
5523,5523,125JLPK177,LimeLight,0,60.03,1,2,0,0,2,Low-Value
5527,5527,125KXWP203,LimeLight,0,19.99,1,2,0,0,2,Low-Value
5528,5528,125LNDH922,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
5529,5529,125LTDP308,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5531,5531,125MEHE767,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
5535,5535,125PGUP069,LimeLight,0,180.05,1,2,0,2,4,Mid-Value
5537,5537,125PMMF024,LimeLight,0,139.92999999999998,3,2,2,2,6,High-Value
5549,5549,125SSMG438,LimeLight,0,140.0,2,2,1,2,5,High-Value
5556,5556,125VYPY433,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5559,5559,125XPOL614,LimeLight,0,20.01,1,2,0,0,2,Low-Value
5561,5561,125YSXV116,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5568,5568,126FCCK933,LimeLight,0,39.34,1,2,0,0,2,Low-Value
5570,5570,126GTST582,LimeLight,163,0.0,1,0,0,0,0,Low-Value
5574,5574,126GZPJ793,LimeLight,0,140.0,3,2,2,2,6,High-Value
5595,5595,126RIAW070,LimeLight,0,140.0,2,2,1,2,5,High-Value
5600,5600,126RYHQ571,LimeLight,0,140.14,3,2,2,2,6,High-Value
5603,5603,126SWNI721,LimeLight,0,80.04,1,2,0,1,3,Mid-Value
5613,5613,126XQLV265,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5617,5617,127ANYE074,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
5618,5618,127BCGD443,LimeLight,0,59.97,1,2,0,0,2,Low-Value
5619,5619,127BGLK532,LimeLight,0,82.71000000000002,1,2,0,1,3,Mid-Value
5621,5621,127EVBZ899,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
5625,5625,127FLUJ457,LimeLight,0,80.01,2,2,1,1,4,Mid-Value
5626,5626,127FXDU010,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
5637,5637,127MSFR701,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5639,5639,127MZLI341,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5641,5641,127NZTH842,LimeLight,0,80.0,3,2,2,1,5,High-Value
5663,5663,128CBBP554,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5664,5664,128CGVA284,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5668,5668,128FYEM922,LimeLight,69,80.0,1,1,0,1,2,Low-Value
5670,5670,128HKEZ290,LimeLight,89,60.03000000000003,1,1,0,0,1,Low-Value
5672,5672,128JZNK649,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5673,5673,128KBEJ867,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5674,5674,128KKEQ052,LimeLight,19,229.82,1,2,0,3,5,High-Value
5679,5679,128NJYZ668,LimeLight,53,79.98,1,1,0,1,2,Low-Value
5686,5686,128PCWD574,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
5687,5687,128PHNL836,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5688,5688,128PIOH866,LimeLight,0,113.96,2,2,1,1,4,Mid-Value
5690,5690,128PRQL502,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5695,5695,128ROKN258,LimeLight,42,100.0,1,1,0,1,2,Low-Value
5696,5696,128SGLX126,LimeLight,0,72.72,2,2,1,1,4,Mid-Value
5698,5698,128SHVQ210,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
5700,5700,128SJQE419,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5703,5703,128UVMQ642,LimeLight,15,77.44999999999999,1,2,0,1,3,Mid-Value
5707,5707,128WATN371,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5713,5713,128XNBK415,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5718,5718,129AVKB118,LimeLight,0,179.28,1,2,0,2,4,Mid-Value
5719,5719,129DBQY416,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5721,5721,129FFPF277,LimeLight,143,80.01,1,0,0,1,1,Low-Value
5723,5723,129GKTW561,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5728,5728,129IPCI774,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5731,5731,129LGBB473,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5736,5736,129ONCY814,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
5744,5744,129WPOC374,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5746,5746,129WZHP116,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5748,5748,129YBWD293,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5749,5749,129YMLM021,LimeLight,39,100.0,1,1,0,1,2,Low-Value
5753,5753,130DFPJ509,LimeLight,0,40.0,2,2,1,0,3,Mid-Value
5758,5758,130FWYC588,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
5759,5759,130GTYF151,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5763,5763,130KFWL383,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5765,5765,130LCPC620,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
5766,5766,130LNYY929,LimeLight,0,54.3,1,2,0,0,2,Low-Value
5771,5771,130NDZT365,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5772,5772,130NZFZ175,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5774,5774,130OWDU887,LimeLight,123,0.0,1,0,0,0,0,Low-Value
5775,5775,130OZNT745,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5777,5777,130PIBX573,LimeLight,24,373.0,1,2,0,3,5,High-Value
5781,5781,130RATQ834,LimeLight,80,80.04000000000002,1,1,0,1,2,Low-Value
5782,5782,130RCLR227,LimeLight,0,99.99,1,2,0,1,3,Mid-Value
5788,5788,130WPYJ712,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5793,5793,130ZDWC678,LimeLight,170,0.0,1,0,0,0,0,Low-Value
5794,5794,130ZSRQ708,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5796,5796,131DMYD416,LimeLight,81,80.04000000000002,2,1,1,1,3,Mid-Value
5800,5800,131FKRQ626,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5808,5808,131MGYS171,LimeLight,0,38.21,2,2,1,0,3,Mid-Value
5811,5811,131NWZH974,LimeLight,0,84.91000000000001,2,2,1,1,4,Mid-Value
5815,5815,131ORMC302,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5830,5830,131WGAB610,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5832,5832,131YHCM918,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5844,5844,132IWUH842,LimeLight,0,20.01,1,2,0,0,2,Low-Value
5848,5848,132LAXA181,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5854,5854,132PPOJ945,LimeLight,0,99.68,1,2,0,1,3,Mid-Value
5864,5864,132WSGB983,LimeLight,0,40.0,1,2,0,0,2,Low-Value
5865,5865,132XRKR332,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5867,5867,132XURW352,LimeLight,0,140.0,2,2,1,2,5,High-Value
5869,5869,132YKEW791,LimeLight,15,30.19,1,2,0,0,2,Low-Value
5875,5875,133BTHS625,LimeLight,61,80.0,1,1,0,1,2,Low-Value
5877,5877,133CLKR157,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5882,5882,133JJAV828,LimeLight,99,40.0,2,1,1,0,2,Low-Value
5887,5887,133LRBF190,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5888,5888,133MHTU147,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5893,5893,133PSCQ778,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5896,5896,133TNFQ553,LimeLight,14,99.95000000000002,1,2,0,1,3,Mid-Value
5897,5897,133TPEW064,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5898,5898,133TRAA539,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
5901,5901,133UUKA654,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5905,5905,133ZGRE598,LimeLight,0,40.0,1,2,0,0,2,Low-Value
5919,5919,134GVGV786,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
5920,5920,134ITZX716,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
5923,5923,134LGAG803,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5939,5939,134QKNS741,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5945,5945,134UVVV254,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5952,5952,135BIWZ385,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
5956,5956,135CTXJ643,LimeLight,0,20.0,2,2,1,0,3,Mid-Value
5958,5958,135EQXN072,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
5962,5962,135HOCB151,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
5963,5963,135LXLM150,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
5966,5966,135NINV310,LimeLight,0,79.97,2,2,1,1,4,Mid-Value
5970,5970,135OJSO276,LimeLight,0,60.0,1,2,0,0,2,Low-Value
5973,5973,135QHJW654,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
5976,5976,135QTDA628,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
5982,5982,135UQMQ125,LimeLight,0,72.45,1,2,0,1,3,Mid-Value
5992,5992,136AEQR090,LimeLight,0,80.04,1,2,0,1,3,Mid-Value
5996,5996,136CZHN553,LimeLight,89,60.030000000000015,2,1,1,0,2,Low-Value
5998,5998,136DEYA011,LimeLight,0,140.0,2,2,1,2,5,High-Value
6002,6002,136EUQV024,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
6006,6006,136FXJY356,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
6007,6007,136GFFI443,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
6009,6009,136GVUL754,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
6010,6010,136GZTM623,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
6014,6014,136HTMC686,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
6021,6021,136MHTL113,LimeLight,20,80.0,1,2,0,1,3,Mid-Value
6022,6022,136MNHE967,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
6025,6025,136OXGM855,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
6026,6026,136PTPX030,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
6030,6030,136TBVL656,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
6035,6035,136VLXA820,LimeLight,143,20.01000000000002,1,0,0,0,0,Low-Value
6041,6041,137AHKS788,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
6043,6043,137AZJT892,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
6045,6045,137BYJU896,LimeLight,0,140.0,2,2,1,2,5,High-Value
6048,6048,137CUYF243,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
6052,6052,137EZDG018,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
6053,6053,137FEVJ023,LimeLight,0,110.96,1,2,0,1,3,Mid-Value
6057,6057,137HZJR440,LimeLight,0,140.0,2,2,1,2,5,High-Value
6060,6060,137ILRR714,LimeLight,66,60.0,1,1,0,0,1,Low-Value
6061,6061,137JJQP221,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
6069,6069,137LFQK961,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
6079,6079,137QPIU565,LimeLight,0,61.5,1,2,0,0,2,Low-Value
6083,6083,137STDY954,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
6087,6087,137VYYA366,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
6095,6095,137ZRHC273,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
6096,6096,138AAQI556,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
6102,6102,138ESRS701,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
6105,6105,138FYEA127,LimeLight,0,20.01,1,2,0,0,2,Low-Value
6106,6106,138HCBG564,LimeLight,0,360.03,1,2,0,3,5,High-Value
6112,6112,138KQYP985,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
6114,6114,138KTPU145,LimeLight,0,40.04,1,2,0,0,2,Low-Value
6117,6117,138NHFM350,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
6121,6121,138OUQQ178,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
6123,6123,138OYBF864,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
6125,6125,138PGZN349,LimeLight,0,140.0,2,2,1,2,5,High-Value
6131,6131,138XVZS830,LimeLight,86,159.99,1,1,0,2,3,Mid-Value
6132,6132,138ZODD107,LimeLight,56,100.05000000000004,1,1,0,1,2,Low-Value
6134,6134,139ASWM503,LimeLight,0,20.01,1,2,0,0,2,Low-Value
6149,6149,139ISCT214,LimeLight,0,78.68,1,2,0,1,3,Mid-Value
6150,6150,139JYDP039,LimeLight,0,165.45,1,2,0,2,4,Mid-Value
6153,6153,139MBZO883,LimeLight,30,0.0,1,2,0,0,2,Low-Value
6154,6154,139MNGN610,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
