,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
5491,162SOZX109,LimeLight,81,80.04,1,1,0,1,2,Low-Value
5492,162SXZL808,LimeLight,4,100.0,1,2,0,2,4,Mid-Value
5493,162TMTP148,LimeLight,3,120.0,1,2,0,2,4,Mid-Value
5496,162UUMH420,LimeLight,134,99.9,1,0,0,2,2,Low-Value
5498,162WKCL259,LimeLight,62,79.96,1,1,0,1,2,Low-Value
5500,162WOEX776,LimeLight,128,99.9,1,0,0,2,2,Low-Value
5503,162XLDT095,LimeLight,138,99.95,1,0,0,2,2,Low-Value
5504,162XXUG795,LimeLight,140,40.02,1,0,0,0,0,Low-Value
5505,162ZAAX834,LimeLight,35,79.99,1,2,0,1,3,Mid-Value
5510,163BSAY479,LimeLight,123,44.2,1,0,0,0,0,Low-Value
5519,163FXLE844,LimeLight,37,99.95,1,2,0,2,4,Mid-Value
5524,163LFBO473,LimeLight,115,79.99,1,1,0,1,2,Low-Value
5525,163NNOL521,LimeLight,69,59.97,1,1,0,1,2,Low-Value
5529,163QXLT464,LimeLight,149,80.01,1,0,0,1,1,Low-Value
5532,163TCAS892,LimeLight,134,51.0,1,0,0,1,1,Low-Value
5535,163ULIU590,LimeLight,12,15.81,1,2,0,0,2,Low-Value
5539,163WOXB860,LimeLight,81,60.03,2,1,1,1,3,Mid-Value
5543,163XLPP518,LimeLight,167,119.94,1,0,0,2,2,Low-Value
5546,163YUCV723,LimeLight,62,40.02,1,1,0,0,1,Low-Value
5549,164BDDM847,LimeLight,120,40.02,1,0,0,0,0,Low-Value
5555,164IZBH277,LimeLight,168,80.0,2,0,1,1,2,Low-Value
5556,164JNCN267,LimeLight,154,120.0,1,0,0,2,2,Low-Value
5560,164NSQR541,LimeLight,83,60.03,1,1,0,1,2,Low-Value
5566,164RQCW393,LimeLight,109,59.97,1,1,0,1,2,Low-Value
5573,164WCGP196,LimeLight,33,67.96,1,2,0,1,3,Mid-Value
5582,165DCKY495,LimeLight,17,80.0,1,2,0,1,3,Mid-Value
5586,165HKMJ744,LimeLight,105,79.99,2,1,1,1,3,Mid-Value
5588,165KPYA928,LimeLight,37,16.9,1,2,0,0,2,Low-Value
5591,165NQSC487,LimeLight,77,80.04,1,1,0,1,2,Low-Value
5593,165QPEA072,LimeLight,97,45.83,2,1,1,1,3,Mid-Value
5597,166AKEM016,LimeLight,162,80.0,1,0,0,1,1,Low-Value
5599,166BOFN061,LimeLight,156,80.0,1,0,0,1,1,Low-Value
5607,166JHFB869,LimeLight,161,79.99,1,0,0,1,1,Low-Value
5611,166MEID501,LimeLight,158,120.12,1,0,0,2,2,Low-Value
5622,166SATD738,LimeLight,119,79.96,1,0,0,1,1,Low-Value
5624,166SVJI388,LimeLight,114,80.0,1,1,0,1,2,Low-Value
5626,166TKDQ680,LimeLight,87,80.0,2,1,1,1,3,Mid-Value
5632,166WVDB295,LimeLight,168,120.0,4,0,2,2,4,Mid-Value
5638,166XUVF134,LimeLight,81,79.99,2,1,1,1,3,Mid-Value
5646,167HANS767,LimeLight,8,220.03,1,2,0,3,5,High-Value
5651,167PGKN474,LimeLight,156,20.0,1,0,0,0,0,Low-Value
5657,167ULJH248,LimeLight,22,19.98,2,2,1,0,3,Mid-Value
5659,167VINU871,LimeLight,44,40.0,1,2,0,0,2,Low-Value
5662,167YAZA825,LimeLight,41,80.01,1,2,0,1,3,Mid-Value
5677,168IMST969,LimeLight,122,100.0,1,0,0,2,2,Low-Value
5681,168JLXX282,LimeLight,180,80.01,1,0,0,1,1,Low-Value
5683,168KEXW239,LimeLight,28,20.02,1,2,0,0,2,Low-Value
5688,168PKKP913,LimeLight,133,80.01,1,0,0,1,1,Low-Value
5696,168TZPL189,LimeLight,155,19.99,1,0,0,0,0,Low-Value
5701,168YWAU366,LimeLight,93,120.02,1,1,0,2,3,Mid-Value
5702,168ZDDN485,LimeLight,117,80.04,1,1,0,1,2,Low-Value
5709,169GAQF516,LimeLight,37,40.02,1,2,0,0,2,Low-Value
5710,169GEDH360,LimeLight,101,40.16,1,1,0,0,1,Low-Value
5711,169GJWM698,LimeLight,156,120.06,1,0,0,2,2,Low-Value
5714,169IRMQ299,LimeLight,52,36.68,1,2,0,0,2,Low-Value
5715,169KLMF864,LimeLight,21,20.01,1,2,0,0,2,Low-Value
5719,169NDHW604,LimeLight,130,80.0,1,0,0,1,1,Low-Value
5726,169RARH404,LimeLight,14,20.0,1,2,0,0,2,Low-Value
5735,169YLMK522,LimeLight,67,53.16,2,1,1,1,3,Mid-Value
5738,169ZWLL639,LimeLight,21,19.99,1,2,0,0,2,Low-Value
5742,170APWP368,LimeLight,155,80.01,1,0,0,1,1,Low-Value
5754,170RNJI010,LimeLight,71,79.99,1,1,0,1,2,Low-Value
5757,170TOJS453,LimeLight,14,120.0,1,2,0,2,4,Mid-Value
5758,170TPIK249,LimeLight,18,20.0,1,2,0,0,2,Low-Value
5768,171BPJA312,LimeLight,96,80.0,1,1,0,1,2,Low-Value
5770,171DTLJ565,LimeLight,160,80.01,1,0,0,1,1,Low-Value
5771,171DVWM564,LimeLight,71,80.02,1,1,0,1,2,Low-Value
5778,171JFJR810,LimeLight,107,79.99,1,1,0,1,2,Low-Value
5780,171JJVZ245,LimeLight,134,80.01,1,0,0,1,1,Low-Value
5790,171SJFQ264,LimeLight,143,100.0,1,0,0,2,2,Low-Value
5798,172BMCR768,LimeLight,15,19.97,1,2,0,0,2,Low-Value
5805,172EUNY944,LimeLight,9,18.65,1,2,0,0,2,Low-Value
5810,172KKDX815,LimeLight,141,100.0,2,0,1,2,3,Mid-Value
5817,172PUGK989,LimeLight,67,79.99,1,1,0,1,2,Low-Value
5819,172QFUM237,LimeLight,61,140.06,2,1,1,3,5,High-Value
5828,172TSWW481,LimeLight,2,49.58,1,2,0,1,3,Mid-Value
5834,172YNSV497,LimeLight,93,60.03,1,1,0,1,2,Low-Value
5837,173BJUY461,LimeLight,176,79.99,1,0,0,1,1,Low-Value
5839,173CCVE717,LimeLight,51,79.99,1,2,0,1,3,Mid-Value
5843,173EMYR518,LimeLight,31,40.0,2,2,1,0,3,Mid-Value
5845,173EYSH440,LimeLight,9,19.98,1,2,0,0,2,Low-Value
5848,173HEEZ632,LimeLight,56,80.0,1,2,0,1,3,Mid-Value
5850,173IULW533,LimeLight,44,40.0,1,2,0,0,2,Low-Value
5851,173JORD656,LimeLight,143,32.65,1,0,0,0,0,Low-Value
5856,173LIEF593,LimeLight,7,80.01,2,2,1,1,4,Mid-Value
5859,173OKDY377,LimeLight,109,80.01,1,1,0,1,2,Low-Value
5863,173QZFI556,LimeLight,67,60.0,1,1,0,1,2,Low-Value
5865,173VZVK024,LimeLight,28,9.06,1,2,0,0,2,Low-Value
5868,173WWOQ581,LimeLight,179,79.99,1,0,0,1,1,Low-Value
5872,174BXRC499,LimeLight,6,19.99,1,2,0,0,2,Low-Value
5874,174FVLQ939,LimeLight,64,80.0,1,1,0,1,2,Low-Value
5876,174HVPG145,LimeLight,69,80.04,2,1,1,1,3,Mid-Value
5878,174HZCL747,LimeLight,21,80.01,2,2,1,1,4,Mid-Value
5881,174KWRO557,LimeLight,5,79.99,1,2,0,1,3,Mid-Value
5883,174MCPI990,LimeLight,120,119.92,2,0,1,2,3,Mid-Value
5888,174NWGC141,LimeLight,10,120.0,1,2,0,2,4,Mid-Value
5889,174OPFG787,LimeLight,149,20.0,1,0,0,0,0,Low-Value
5894,174VDHR593,LimeLight,113,74.56,2,1,1,1,3,Mid-Value
5902,174YSPA939,LimeLight,49,37.51,1,2,0,0,2,Low-Value
5912,175IQYH510,LimeLight,70,49.67999999999999,1,1,0,1,2,Low-Value
5918,175MMJL826,LimeLight,174,79.98,1,0,0,1,1,Low-Value
5927,175SOCK390,LimeLight,33,100.0,1,2,0,2,4,Mid-Value
5928,175TUBC760,LimeLight,110,80.0,1,1,0,1,2,Low-Value
5935,175ZZNH992,LimeLight,128,40.04,1,0,0,0,0,Low-Value
5944,176LQAB831,LimeLight,114,99.98,1,1,0,2,3,Mid-Value
5945,176MIDL456,LimeLight,175,72.78,1,0,0,1,1,Low-Value
5947,176PKSI741,LimeLight,71,21.57,1,1,0,0,1,Low-Value
5953,176TJID040,LimeLight,94,100.0,1,1,0,2,3,Mid-Value
5957,176XKSI924,LimeLight,74,80.0,1,1,0,1,2,Low-Value
5959,176ZCRE937,LimeLight,31,66.5,1,2,0,1,3,Mid-Value
5965,177EVTH473,LimeLight,78,79.98,1,1,0,1,2,Low-Value
5968,177IGLI491,LimeLight,63,80.0,1,1,0,1,2,Low-Value
5970,177KBXR084,LimeLight,45,39.98,1,2,0,0,2,Low-Value
5979,177ROMW419,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
5981,177RUQK097,LimeLight,119,59.97,1,0,0,1,1,Low-Value
5982,177SARG821,LimeLight,175,20.01,1,0,0,0,0,Low-Value
5984,177SPEE140,LimeLight,112,80.04,2,1,1,1,3,Mid-Value
5986,177UTBJ562,LimeLight,145,100.0,1,0,0,2,2,Low-Value
5987,177WZKP585,LimeLight,113,39.98,1,1,0,0,1,Low-Value
5993,178AQNC659,LimeLight,78,36.42,1,1,0,0,1,Low-Value
5995,178BRDB867,LimeLight,132,100.05,1,0,0,2,2,Low-Value
5997,178IGJI711,LimeLight,85,80.0,1,1,0,1,2,Low-Value
6003,178NTZY595,LimeLight,86,79.99,1,1,0,1,2,Low-Value
6004,178ONIJ425,LimeLight,155,20.01,1,0,0,0,0,Low-Value
6009,178QPNK022,LimeLight,6,80.0,2,2,1,1,4,Mid-Value
6012,178USIE956,LimeLight,177,119.94,1,0,0,2,2,Low-Value
6021,179CZLY753,LimeLight,31,40.0,1,2,0,0,2,Low-Value
6024,179FWVP805,LimeLight,2,160.0,1,2,0,3,5,High-Value
6030,179QGAV588,LimeLight,95,80.04,2,1,1,1,3,Mid-Value
6033,179RAJW361,LimeLight,172,80.0,1,0,0,1,1,Low-Value
6042,179WWEN759,LimeLight,64,60.0,1,1,0,1,2,Low-Value
6046,179YPCT213,LimeLight,116,60.0,2,1,1,1,3,Mid-Value
6049,180AVZW224,LimeLight,156,79.99,2,0,1,1,2,Low-Value
6054,180EKGN839,LimeLight,82,79.98,1,1,0,1,2,Low-Value
6056,180IBDF939,LimeLight,6,80.01,1,2,0,1,3,Mid-Value
6061,180MXXT213,LimeLight,13,79.97,1,2,0,1,3,Mid-Value
6083,181LESW721,LimeLight,145,79.99,1,0,0,1,1,Low-Value
6084,181LISF080,LimeLight,95,29.6,1,1,0,0,1,Low-Value
6090,181OOBN729,LimeLight,65,59.97,1,1,0,1,2,Low-Value
6093,181PUAL031,LimeLight,38,160.01,1,2,0,3,5,High-Value
6102,181VZQH763,LimeLight,23,20.0,1,2,0,0,2,Low-Value
6104,181XROW287,LimeLight,39,79.96,1,2,0,1,3,Mid-Value
6105,181YLQA839,LimeLight,34,25.22,1,2,0,0,2,Low-Value
6108,182BARK183,LimeLight,44,40.04,1,2,0,0,2,Low-Value
6116,182FRTQ624,LimeLight,124,100.0,1,0,0,2,2,Low-Value
6117,182GLNE238,LimeLight,161,80.0,1,0,0,1,1,Low-Value
6120,182JPKB006,LimeLight,27,120.0,2,2,1,2,5,High-Value
6127,182RTLG966,LimeLight,156,80.01,2,0,1,1,2,Low-Value
6130,182TEJZ712,LimeLight,86,55.14,1,1,0,1,2,Low-Value
6131,182TPEZ544,LimeLight,121,100.05,1,0,0,2,2,Low-Value
6139,182YYYX227,LimeLight,103,80.0,1,1,0,1,2,Low-Value
6140,183AAYV293,LimeLight,34,80.01,2,2,1,1,4,Mid-Value
6142,183AWBT849,LimeLight,178,120.0,1,0,0,2,2,Low-Value
6149,183EVJY384,LimeLight,180,120.0,1,0,0,2,2,Low-Value
6151,183GMCO414,LimeLight,111,60.03,1,1,0,1,2,Low-Value
6155,183IHJP031,LimeLight,95,79.98,2,1,1,1,3,Mid-Value
6162,183OHAS945,LimeLight,172,79.99,1,0,0,1,1,Low-Value
6167,183TJYH622,LimeLight,6,120.0,1,2,0,2,4,Mid-Value
6171,184AFZD165,LimeLight,86,80.0,1,1,0,1,2,Low-Value
6173,184CZNB221,LimeLight,116,79.99,1,1,0,1,2,Low-Value
6174,184DNYJ324,LimeLight,140,40.0,1,0,0,0,0,Low-Value
6178,184EYHM435,LimeLight,55,23.44,1,2,0,0,2,Low-Value
6180,184GYCK834,LimeLight,2,20.01,1,2,0,0,2,Low-Value
6181,184GYRI636,LimeLight,28,95.24,1,2,0,2,4,Mid-Value
6194,184NMKZ065,LimeLight,43,100.0,1,2,0,2,4,Mid-Value
6195,184NWOO744,LimeLight,76,80.0,1,1,0,1,2,Low-Value
6205,184ZOQR187,LimeLight,128,80.02,1,0,0,1,1,Low-Value
6207,185AAAC748,LimeLight,164,20.0,2,0,1,0,1,Low-Value
6211,185EREC533,LimeLight,177,120.06,2,0,1,2,3,Mid-Value
6218,185IIVU552,LimeLight,160,119.88,1,0,0,2,2,Low-Value
6223,185LWVO445,LimeLight,61,79.92,1,1,0,1,2,Low-Value
6232,185STGH657,LimeLight,171,80.0,1,0,0,1,1,Low-Value
6239,186ALVO850,LimeLight,42,17.64,1,2,0,0,2,Low-Value
6242,186BCQU148,LimeLight,94,51.84,1,1,0,1,2,Low-Value
6245,186EFLJ149,LimeLight,129,100.0,1,0,0,2,2,Low-Value
6256,186KWJX255,LimeLight,116,60.0,1,1,0,1,2,Low-Value
6258,186LSBA207,LimeLight,128,80.01,1,0,0,1,1,Low-Value
6259,186NDQJ284,LimeLight,73,80.04,1,1,0,1,2,Low-Value
6260,186OBHO010,LimeLight,74,39.96,3,1,2,0,3,Mid-Value
6264,186SIER802,LimeLight,64,59.97,1,1,0,1,2,Low-Value
6266,186SZAG965,LimeLight,133,99.85,2,0,1,2,3,Mid-Value
6271,186XGUU424,LimeLight,3,59.39,1,2,0,1,3,Mid-Value
6273,186ZTOP430,LimeLight,2,95.0,1,2,0,2,4,Mid-Value
6283,187JHXE117,LimeLight,111,29.96,1,1,0,0,1,Low-Value
6285,187JJEV274,LimeLight,90,59.97,2,1,1,1,3,Mid-Value
6289,187MVLC743,LimeLight,34,67.8,1,2,0,1,3,Mid-Value
6292,187QECN314,LimeLight,50,40.0,1,2,0,0,2,Low-Value
6294,187RELS220,LimeLight,53,99.9,1,2,0,2,4,Mid-Value
6302,188BBZR328,LimeLight,76,60.0,1,1,0,1,2,Low-Value
6310,188DGHY811,LimeLight,147,80.0,1,0,0,1,1,Low-Value
6311,188DTHL317,LimeLight,121,60.650000000000006,1,0,0,1,1,Low-Value
6315,188FUFD594,LimeLight,67,79.96,1,1,0,1,2,Low-Value
6318,188HYUY847,LimeLight,58,80.0,1,1,0,1,2,Low-Value
6327,188NQIM692,LimeLight,117,80.01,2,1,1,1,3,Mid-Value
6331,188PBWC498,LimeLight,149,100.05,1,0,0,2,2,Low-Value
6335,188SYFJ773,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
6336,188ULIG021,LimeLight,108,55.52,1,1,0,1,2,Low-Value
6339,188XQAG262,LimeLight,42,120.06,1,2,0,2,4,Mid-Value
6340,188XTUU542,LimeLight,125,100.05,1,0,0,2,2,Low-Value
6341,188YVPO069,LimeLight,52,100.05,1,2,0,2,4,Mid-Value
6344,189BOQS664,LimeLight,161,119.88,1,0,0,2,2,Low-Value
6349,189FNFE948,LimeLight,101,79.99,1,1,0,1,2,Low-Value
6351,189IVYP760,LimeLight,34,20.96,1,2,0,0,2,Low-Value
6353,189JKDD808,LimeLight,137,80.0,1,0,0,1,1,Low-Value
6360,189MGCJ782,LimeLight,89,80.04,1,1,0,1,2,Low-Value
6361,189NUOW868,LimeLight,1,20.01,1,2,0,0,2,Low-Value
6362,189OPAH213,LimeLight,86,59.45,1,1,0,1,2,Low-Value
6369,189RHBU696,LimeLight,133,100.1,1,0,0,2,2,Low-Value
6370,189RVGD230,LimeLight,46,44.1,1,2,0,0,2,Low-Value
6371,189SYVN932,LimeLight,176,119.94,1,0,0,2,2,Low-Value
6374,189XXYZ079,LimeLight,102,79.96,1,1,0,1,2,Low-Value
6382,190JLOG851,LimeLight,179,80.02,1,0,0,1,1,Low-Value
6387,190NNBM366,LimeLight,9,6.28,1,2,0,0,2,Low-Value
6388,190NZCI112,LimeLight,2,176.26,1,2,0,3,5,High-Value
6393,190RADR476,LimeLight,22,130.39,1,2,0,2,4,Mid-Value
6394,190RQYW492,LimeLight,118,80.0,2,1,1,1,3,Mid-Value
6400,190SIVA097,LimeLight,131,40.0,2,0,1,0,1,Low-Value
6403,190UEZG178,LimeLight,165,20.0,2,0,1,0,1,Low-Value
6412,190WJRG926,LimeLight,47,100.05,1,2,0,2,4,Mid-Value
6414,190XCWS569,LimeLight,6,37.64,1,2,0,0,2,Low-Value
6419,190ZSCA724,LimeLight,39,99.9,1,2,0,2,4,Mid-Value
6423,191AQUC513,LimeLight,89,79.96,3,1,2,1,4,Mid-Value
6424,191AWGU617,LimeLight,83,80.0,1,1,0,1,2,Low-Value
6427,191CBQU955,LimeLight,86,80.0,2,1,1,1,3,Mid-Value
6429,191CLKX467,LimeLight,43,111.53,1,2,0,2,4,Mid-Value
6434,191FEFZ092,LimeLight,132,80.01,2,0,1,1,2,Low-Value
6435,191FWFV568,LimeLight,154,20.0,2,0,1,0,1,Low-Value
6437,191ILZE671,LimeLight,68,60.0,1,1,0,1,2,Low-Value
6443,191LOXX432,LimeLight,105,51.09,1,1,0,1,2,Low-Value
6445,191NEPT095,LimeLight,171,120.0,1,0,0,2,2,Low-Value
6446,191NKUD670,LimeLight,125,40.0,1,0,0,0,0,Low-Value
6449,191OSYQ483,LimeLight,42,106.88,2,2,1,2,5,High-Value
6458,191UAYG919,LimeLight,162,120.06,3,0,2,2,4,Mid-Value
6468,192BVIG687,LimeLight,115,79.99,1,1,0,1,2,Low-Value
6469,192BVQQ443,LimeLight,45,159.98000000000002,1,2,0,3,5,High-Value
6471,192CHMD243,LimeLight,30,160.03,1,2,0,3,5,High-Value
6478,192GOXT151,LimeLight,103,60.03,1,1,0,1,2,Low-Value
6480,192LANM340,LimeLight,112,59.97,1,1,0,1,2,Low-Value
6485,192QQWW600,LimeLight,124,100.0,1,0,0,2,2,Low-Value
6487,192RLXQ279,LimeLight,34,100.0,1,2,0,2,4,Mid-Value
6493,192SHZA691,LimeLight,113,60.03,1,1,0,1,2,Low-Value
6494,192TNHI520,LimeLight,40,99.95,2,2,1,2,5,High-Value
6499,192VLFP011,LimeLight,32,80.01,1,2,0,1,3,Mid-Value
6500,192WIVF654,LimeLight,97,80.04,1,1,0,1,2,Low-Value
6502,192XCDY712,LimeLight,99,79.96,2,1,1,1,3,Mid-Value
6510,193EJZY549,LimeLight,36,38.44,1,2,0,0,2,Low-Value
6513,193GWDR510,LimeLight,15,20.01,1,2,0,0,2,Low-Value
6515,193HNJW269,LimeLight,92,79.92,1,1,0,1,2,Low-Value
6517,193KHPY776,LimeLight,145,99.95,1,0,0,2,2,Low-Value
6519,193KWAZ817,LimeLight,1,83.59,1,2,0,1,3,Mid-Value
6521,193QAFQ084,LimeLight,49,80.0,1,2,0,1,3,Mid-Value
6522,193QPOF531,LimeLight,0,239.94,1,2,0,3,5,High-Value
6532,193ZDNX359,LimeLight,115,60.03,1,1,0,1,2,Low-Value
6533,193ZDTP533,LimeLight,136,83.35000000000001,1,0,0,1,1,Low-Value
6537,193ZSKX852,LimeLight,4,99.95,3,2,2,2,6,High-Value
6539,194AQGZ882,LimeLight,94,79.96,1,1,0,1,2,Low-Value
6542,194BMCX295,LimeLight,90,59.94,1,1,0,1,2,Low-Value
6547,194EWRI881,LimeLight,144,100.05,1,0,0,2,2,Low-Value
6550,194GEJU098,LimeLight,35,40.0,1,2,0,0,2,Low-Value
6551,194GEWY268,LimeLight,55,80.0,1,2,0,1,3,Mid-Value
6552,194GOTF876,LimeLight,180,120.06,1,0,0,2,2,Low-Value
6553,194GZRW377,LimeLight,176,52.99,1,0,0,1,1,Low-Value
6557,194LYKK959,LimeLight,169,120.06,1,0,0,2,2,Low-Value
6563,194OKRE682,LimeLight,120,79.96,1,0,0,1,1,Low-Value
6565,194OYTA458,LimeLight,82,60.0,1,1,0,1,2,Low-Value
6568,194PUBL706,LimeLight,15,120.0,1,2,0,2,4,Mid-Value
6574,194TLXB399,LimeLight,44,40.0,1,2,0,0,2,Low-Value
6580,194ZQPW165,LimeLight,173,120.0,1,0,0,2,2,Low-Value
6581,195AMIS013,LimeLight,15,80.0,1,2,0,1,3,Mid-Value
6586,195CIYN293,LimeLight,17,79.99,1,2,0,1,3,Mid-Value
6591,195ELWB559,LimeLight,1,20.0,1,2,0,0,2,Low-Value
6597,195HLQH592,LimeLight,163,80.0,1,0,0,1,1,Low-Value
6599,195IWPR769,LimeLight,124,79.98,1,0,0,1,1,Low-Value
6604,195KSGH724,LimeLight,39,39.98,1,2,0,0,2,Low-Value
6606,195NEZY113,LimeLight,86,60.03,1,1,0,1,2,Low-Value
6608,195NVOB508,LimeLight,71,80.0,1,1,0,1,2,Low-Value
6610,195RJLK134,LimeLight,49,80.0,1,2,0,1,3,Mid-Value
6611,195VIBC448,LimeLight,80,79.99,1,1,0,1,2,Low-Value
6617,195XTTX279,LimeLight,147,79.98,2,0,1,1,2,Low-Value
6620,195YTZI962,LimeLight,27,20.01,1,2,0,0,2,Low-Value
6622,196AHQO752,LimeLight,48,114.22,1,2,0,2,4,Mid-Value
6623,196AXHS054,LimeLight,4,120.0,1,2,0,2,4,Mid-Value
6624,196CKEE252,LimeLight,96,60.0,1,1,0,1,2,Low-Value
6626,196DXRW716,LimeLight,47,80.02,1,2,0,1,3,Mid-Value
6628,196GTVY061,LimeLight,113,80.0,1,1,0,1,2,Low-Value
6629,196GUZV082,LimeLight,116,79.99,1,1,0,1,2,Low-Value
6634,196LPTW668,LimeLight,42,39.98,1,2,0,0,2,Low-Value
6641,196PCPF683,LimeLight,160,76.57,1,0,0,1,1,Low-Value
6645,196SNPN219,LimeLight,76,79.99,2,1,1,1,3,Mid-Value
6649,197AKWO162,LimeLight,151,79.98,1,0,0,1,1,Low-Value
6654,197DNBB255,LimeLight,152,20.0,2,0,1,0,1,Low-Value
6655,197GRDS027,LimeLight,153,119.94,1,0,0,2,2,Low-Value
6658,197JGZN640,LimeLight,121,99.95,1,0,0,2,2,Low-Value
6659,197KCQG564,LimeLight,153,120.0,1,0,0,2,2,Low-Value
6673,197TZAZ131,LimeLight,112,34.34,1,1,0,0,1,Low-Value
6676,197UWSN804,LimeLight,98,59.97,1,1,0,1,2,Low-Value
6682,198BUKK126,LimeLight,76,80.0,1,1,0,1,2,Low-Value
6684,198CCZD788,LimeLight,1,80.04,1,2,0,1,3,Mid-Value
6696,198JAKQ438,LimeLight,4,19.99,1,2,0,0,2,Low-Value
6702,198QOWQ226,LimeLight,99,79.92,1,1,0,1,2,Low-Value
6703,198QUHK233,LimeLight,177,74.34,1,0,0,1,1,Low-Value
6711,198ZUUA367,LimeLight,17,20.0,2,2,1,0,3,Mid-Value
6716,199CBDV429,LimeLight,62,80.01,1,1,0,1,2,Low-Value
6717,199DELE744,LimeLight,14,19.98,1,2,0,0,2,Low-Value
6721,199DTSA204,LimeLight,94,60.03,1,1,0,1,2,Low-Value
6726,199HJMK089,LimeLight,49,39.98,1,2,0,0,2,Low-Value
6727,199IZNV742,LimeLight,132,40.0,1,0,0,0,0,Low-Value
6738,199PAJC743,LimeLight,129,40.02,1,0,0,0,0,Low-Value
6739,199PDLT503,LimeLight,1,80.0,1,2,0,1,3,Mid-Value
6747,199UWEQ243,LimeLight,54,30.26,3,2,2,0,4,Mid-Value
6764,200EHKO209,LimeLight,127,40.0,1,0,0,0,0,Low-Value
6768,200FYMI878,LimeLight,90,79.97,1,1,0,1,2,Low-Value
6772,200LSED229,LimeLight,29,19.99,1,2,0,0,2,Low-Value
6777,200PSGD301,LimeLight,89,80.0,2,1,1,1,3,Mid-Value
6781,200RXQS702,LimeLight,123,79.99,1,0,0,1,1,Low-Value
6786,200XFQE079,LimeLight,121,40.02,1,0,0,0,0,Low-Value
6790,200ZUCJ191,LimeLight,67,23.28,1,1,0,0,1,Low-Value
6792,201EZDN457,LimeLight,44,99.95,1,2,0,2,4,Mid-Value
6794,201HAVD888,LimeLight,54,13.54,1,2,0,0,2,Low-Value
6799,201MLZV093,LimeLight,12,15.3,1,2,0,0,2,Low-Value
6801,201NXBI832,LimeLight,122,30.15,1,0,0,0,0,Low-Value
6802,201OHOZ546,LimeLight,14,34.89,1,2,0,0,2,Low-Value
6808,201UDYY811,LimeLight,102,74.45,1,1,0,1,2,Low-Value
6813,201WAPA387,LimeLight,57,141.57,1,2,0,3,5,High-Value
6829,202GQZE493,LimeLight,115,80.0,1,1,0,1,2,Low-Value
6846,202XDUW465,LimeLight,42,80.01,1,2,0,1,3,Mid-Value
6847,202XFNY238,LimeLight,131,42.6,1,0,0,0,0,Low-Value
6849,202XUPU082,LimeLight,18,119.94,1,2,0,2,4,Mid-Value
6852,203BIAT590,LimeLight,147,39.96,1,0,0,0,0,Low-Value
6855,203CDHI850,LimeLight,41,40.0,2,2,1,0,3,Mid-Value
6857,203DAIA500,LimeLight,47,73.97999999999999,1,2,0,1,3,Mid-Value
6859,203DZZY875,LimeLight,134,47.81,1,0,0,1,1,Low-Value
6867,203NNMC159,LimeLight,119,79.96,1,0,0,1,1,Low-Value
6878,203WCNI017,LimeLight,113,80.0,1,1,0,1,2,Low-Value
6882,203ZBNX445,LimeLight,59,39.96,1,1,0,0,1,Low-Value
6883,203ZHXF808,LimeLight,48,100.0,2,2,1,2,5,High-Value
6898,204JYXV177,LimeLight,89,60.0,1,1,0,1,2,Low-Value
6905,204UPGF146,LimeLight,146,79.98,1,0,0,1,1,Low-Value
6908,204VBOA379,LimeLight,83,80.0,1,1,0,1,2,Low-Value
6915,204YYXF317,LimeLight,134,100.0,1,0,0,2,2,Low-Value
6917,205BVVN251,LimeLight,89,60.03,1,1,0,1,2,Low-Value
6926,205IXDR228,LimeLight,26,35.52,1,2,0,0,2,Low-Value
6929,205JCPM529,LimeLight,77,79.99,1,1,0,1,2,Low-Value
6933,205QPHV522,LimeLight,33,40.52,1,2,0,0,2,Low-Value
6940,205VCEF335,LimeLight,6,120.0,2,2,1,2,5,High-Value
6944,205ZQGT930,LimeLight,120,79.96,1,0,0,1,1,Low-Value
6946,206FSXF302,LimeLight,119,80.04,1,0,0,1,1,Low-Value
6949,206HQYF478,LimeLight,166,79.98,1,0,0,1,1,Low-Value
6950,206JAWI800,LimeLight,60,80.0,1,1,0,1,2,Low-Value
6953,206LDCO003,LimeLight,55,80.02000000000001,1,2,0,1,3,Mid-Value
6957,206QYDK643,LimeLight,76,32.57,1,1,0,0,1,Low-Value
6959,206SQFJ629,LimeLight,51,48.92,1,2,0,1,3,Mid-Value
6962,206TOHR882,LimeLight,109,80.0,1,1,0,1,2,Low-Value
6967,206XWNZ037,LimeLight,73,52.21,1,1,0,1,2,Low-Value
6980,207DFZQ076,LimeLight,25,80.02,1,2,0,1,3,Mid-Value
6982,207EIVN500,LimeLight,8,20.01,1,2,0,0,2,Low-Value
6986,207GBLQ867,LimeLight,61,60.0,1,1,0,1,2,Low-Value
6987,207IHIZ266,LimeLight,25,179.99,1,2,0,3,5,High-Value
6993,207OUJV351,LimeLight,21,80.01,1,2,0,1,3,Mid-Value
6995,207PATA001,LimeLight,153,120.0,1,0,0,2,2,Low-Value
6996,207QNLV677,LimeLight,151,120.12,1,0,0,2,2,Low-Value
6999,207TMMP178,LimeLight,179,20.0,1,0,0,0,0,Low-Value
7008,207ZBWN598,LimeLight,70,79.96,1,1,0,1,2,Low-Value
